118;70000,00;Partial College;Skilled Manual;3
119;80000,00;Partial College;Skilled Manual;1
120;30000,00;Partial College;Clerical;2
121;40000,00;Bachelors;Management;1
122;70000,00;Partial College;Skilled Manual;3
123;70000,00;Partial College;Skilled Manual;3
124;70000,00;Partial College;Skilled Manual;3
125;80000,00;Partial College;Skilled Manual;1
126;70000,00;Partial College;Skilled Manual;1
127;10000,00;High School;Skilled Manual;2
128;40000,00;High School;Skilled Manual;1
129;40000,00;High School;Skilled Manual;1
130;40000,00;High School;Skilled Manual;1
131;30000,00;High School;Skilled Manual;2
132;30000,00;High School;Skilled Manual;2
133;30000,00;High School;Skilled Manual;2
134;30000,00;Partial High School;Clerical;2
135;10000,00;High School;Skilled Manual;2
136;30000,00;Partial High School;Clerical;2
137;40000,00;High School;Skilled Manual;2
138;40000,00;High School;Skilled Manual;2
139;40000,00;High School;Skilled Manual;2
140;30000,00;Partial College;Clerical;2
141;30000,00;Partial High School;Clerical;2
142;40000,00;High School;Skilled Manual;2
143;40000,00;High School;Skilled Manual;2
144;40000,00;High School;Skilled Manual;2
145;40000,00;High School;Skilled Manual;2
146;40000,00;High School;Skilled Manual;2
147;40000,00;Bachelors;Management;2
148;60000,00;Graduate Degree;Management;1
149;40000,00;Bachelors;Management;2
150;40000,00;Bachelors;Management;2
151;40000,00;Bachelors;Management;2
152;60000,00;Graduate Degree;Management;1
153;40000,00;High School;Skilled Manual;2
154;40000,00;High School;Skilled Manual;2
155;40000,00;Partial College;Skilled Manual;1
156;40000,00;Partial College;Skilled Manual;1
157;40000,00;Partial College;Skilled Manual;1
158;40000,00;High School;Skilled Manual;2
159;40000,00;High School;Skilled Manual;2
160;40000,00;High School;Skilled Manual;2
161;40000,00;Partial College;Skilled Manual;1
162;40000,00;Partial College;Skilled Manual;1
163;40000,00;Partial College;Skilled Manual;1
164;40000,00;Partial College;Skilled Manual;1
165;40000,00;Partial College;Skilled Manual;1
166;60000,00;Partial College;Skilled Manual;1
167;70000,00;Partial College;Skilled Manual;2
168;80000,00;Bachelors;Management;1
169;80000,00;Bachelors;Management;1
170;90000,00;Bachelors;Management;1
171;90000,00;Bachelors;Management;1
172;100000,00;Bachelors;Management;2
173;100000,00;Bachelors;Management;2
174;110000,00;Graduate Degree;Management;4
175;110000,00;Graduate Degree;Management;0
176;70000,00;Partial College;Skilled Manual;2
177;90000,00;Bachelors;Management;1
178;110000,00;Graduate Degree;Management;2
179;100000,00;Graduate Degree;Management;3
180;120000,00;Graduate Degree;Management;3
181;160000,00;Bachelors;Management;4
182;170000,00;Graduate Degree;Management;2
183;70000,00;Bachelors;Management;2
184;70000,00;Bachelors;Management;2
185;70000,00;Bachelors;Management;2
186;70000,00;Bachelors;Management;2
187;70000,00;Bachelors;Management;2
188;60000,00;Graduate Degree;Management;2
189;60000,00;Graduate Degree;Management;2
190;60000,00;Graduate Degree;Management;2
191;70000,00;Bachelors;Management;2
192;70000,00;Bachelors;Management;3
193;60000,00;Bachelors;Management;2
194;60000,00;Bachelors;Management;2
195;60000,00;Bachelors;Management;2
196;60000,00;Bachelors;Management;3
197;60000,00;Bachelors;Management;3
198;70000,00;Bachelors;Management;1
199;70000,00;Bachelors;Management;1
200;70000,00;Bachelors;Management;1
201;70000,00;Bachelors;Management;1
202;70000,00;Bachelors;Management;1
203;80000,00;Bachelors;Management;2
204;40000,00;High School;Professional;2
205;40000,00;High School;Professional;2
206;40000,00;High School;Professional;2
207;60000,00;Partial College;Professional;1
208;60000,00;Partial College;Professional;1
209;60000,00;Bachelors;Management;0
210;60000,00;Bachelors;Management;0
211;70000,00;Partial College;Professional;2
212;40000,00;High School;Professional;2
213;40000,00;High School;Professional;2
214;60000,00;Partial College;Professional;2
215;60000,00;Partial College;Professional;2
216;40000,00;Partial High School;Skilled Manual;2
217;60000,00;Partial College;Professional;2
218;60000,00;Partial College;Professional;2
219;60000,00;Partial College;Professional;2
220;60000,00;High School;Professional;2
221;60000,00;Partial College;Professional;1
222;70000,00;Partial College;Professional;1
223;80000,00;Bachelors;Management;1
224;70000,00;High School;Professional;2
225;70000,00;High School;Professional;2
226;60000,00;Partial College;Professional;1
227;60000,00;Partial College;Professional;1
228;60000,00;Partial College;Professional;2
229;60000,00;Partial College;Professional;2
230;70000,00;Partial College;Professional;1
231;70000,00;Partial College;Professional;2
232;60000,00;High School;Professional;2
233;60000,00;High School;Professional;2
234;70000,00;Partial College;Professional;2
235;70000,00;Partial College;Professional;2
236;70000,00;Partial College;Professional;2
237;70000,00;Partial College;Professional;2
238;130000,00;Bachelors;Management;4
239;130000,00;Bachelors;Management;4
240;130000,00;Partial College;Professional;2
241;160000,00;Partial College;Professional;4
242;100000,00;Partial College;Professional;4
243;110000,00;Partial College;Professional;3
244;150000,00;Partial College;Professional;3
245;170000,00;Bachelors;Management;3
246;120000,00;High School;Professional;4
247;120000,00;High School;Professional;4
248;130000,00;Partial College;Professional;3
249;110000,00;Partial College;Professional;4
250;130000,00;Partial College;Professional;3
251;170000,00;High School;Professional;2
252;30000,00;High School;Professional;2
253;90000,00;Graduate Degree;Management;1
254;60000,00;Graduate Degree;Management;2
255;70000,00;Graduate Degree;Management;2
256;70000,00;Graduate Degree;Management;2
257;70000,00;Graduate Degree;Management;2
258;120000,00;Graduate Degree;Management;4
259;120000,00;Graduate Degree;Management;4
260;100000,00;Partial College;Professional;4
261;110000,00;Bachelors;Management;3
262;130000,00;Graduate Degree;Management;1
263;80000,00;Bachelors;Management;0
264;90000,00;Partial College;Professional;3
265;90000,00;Partial College;Professional;3
266;90000,00;Partial College;Professional;3
267;90000,00;Partial College;Professional;1
268;120000,00;Partial College;Professional;4
269;130000,00;Graduate Degree;Management;2
270;130000,00;Graduate Degree;Management;2
271;130000,00;Graduate Degree;Management;3
272;150000,00;Bachelors;Management;4
273;70000,00;Partial College;Professional;0
274;90000,00;Partial College;Professional;0
275;50000,00;Graduate Degree;Management;2
276;80000,00;Graduate Degree;Management;2
277;80000,00;Partial College;Professional;2
278;80000,00;Partial College;Professional;2
279;90000,00;Partial College;Professional;1
280;90000,00;Partial College;Professional;1
281;90000,00;Partial College;Professional;1
282;110000,00;Bachelors;Management;4
283;90000,00;Partial College;Professional;4
284;110000,00;Bachelors;Management;2
285;110000,00;Bachelors;Management;2
286;120000,00;Partial College;Professional;4
287;170000,00;Graduate Degree;Management;4
288;70000,00;Partial College;Professional;3
289;110000,00;Bachelors;Management;3
290;130000,00;Bachelors;Management;1
291;130000,00;Bachelors;Management;3
292;130000,00;Bachelors;Management;3
293;150000,00;Partial College;Professional;3
294;60000,00;High School;Professional;2
295;60000,00;High School;Professional;2
296;80000,00;Partial High School;Skilled Manual;2
297;50000,00;Graduate Degree;Management;2
298;70000,00;Graduate Degree;Management;2
299;70000,00;Graduate Degree;Management;2
300;70000,00;Graduate Degree;Management;2
301;80000,00;Partial College;Professional;3
302;80000,00;Partial College;Professional;4
303;90000,00;High School;Professional;3
304;90000,00;High School;Professional;3
305;100000,00;Partial College;Professional;0
306;110000,00;Partial College;Professional;4
307;110000,00;Partial College;Professional;4
308;80000,00;Partial High School;Skilled Manual;2
309;60000,00;High School;Professional;2
310;60000,00;High School;Professional;2
311;70000,00;Graduate Degree;Management;2
312;70000,00;Graduate Degree;Management;2
313;70000,00;Graduate Degree;Management;2
314;70000,00;Graduate Degree;Management;2
315;70000,00;Graduate Degree;Management;2
316;70000,00;Graduate Degree;Management;2
317;60000,00;Graduate Degree;Management;2
318;40000,00;Partial College;Professional;2
319;40000,00;Partial College;Professional;2
320;70000,00;Graduate Degree;Management;2
321;80000,00;Graduate Degree;Management;2
322;90000,00;Bachelors;Management;2
323;90000,00;Bachelors;Management;2
324;120000,00;Graduate Degree;Management;3
325;90000,00;Bachelors;Management;2
326;90000,00;Bachelors;Management;2
327;130000,00;Bachelors;Management;4
328;90000,00;Bachelors;Management;2
329;90000,00;Bachelors;Management;2
330;90000,00;Bachelors;Management;2
331;110000,00;Graduate Degree;Management;1
332;90000,00;Partial College;Skilled Manual;2
333;10000,00;Graduate Degree;Manual;0
334;20000,00;Graduate Degree;Clerical;0
335;10000,00;Bachelors;Manual;0
336;10000,00;Bachelors;Manual;0
337;20000,00;Graduate Degree;Clerical;0
338;10000,00;Bachelors;Manual;0
339;20000,00;Graduate Degree;Clerical;0
340;20000,00;Graduate Degree;Clerical;0
341;10000,00;Graduate Degree;Clerical;0
342;20000,00;Graduate Degree;Clerical;0
343;30000,00;Graduate Degree;Clerical;0
344;10000,00;Bachelors;Manual;0
345;10000,00;Partial College;Manual;0
346;10000,00;Partial College;Manual;0
347;10000,00;Partial College;Manual;1
348;10000,00;Partial College;Manual;1
349;10000,00;Partial College;Manual;1
350;10000,00;Partial College;Manual;1
351;30000,00;Graduate Degree;Clerical;0
352;20000,00;Bachelors;Clerical;0
353;10000,00;Partial College;Manual;1
354;30000,00;Bachelors;Clerical;0
355;20000,00;Partial College;Manual;0
356;40000,00;Graduate Degree;Clerical;0
357;10000,00;Partial College;Manual;1
358;10000,00;Partial College;Manual;1
359;10000,00;Partial College;Manual;1
360;10000,00;Partial College;Manual;1
361;10000,00;Partial College;Manual;1
362;10000,00;High School;Manual;2
363;10000,00;High School;Manual;2
364;10000,00;High School;Manual;2
365;10000,00;High School;Manual;0
366;10000,00;High School;Manual;0
367;20000,00;Bachelors;Clerical;0
368;20000,00;Bachelors;Clerical;0
369;10000,00;High School;Manual;0
370;20000,00;Bachelors;Clerical;0
371;20000,00;Bachelors;Clerical;0
372;20000,00;Bachelors;Clerical;0
373;20000,00;Bachelors;Clerical;0
374;30000,00;Bachelors;Clerical;0
375;30000,00;Bachelors;Clerical;0
376;30000,00;Bachelors;Clerical;0
377;40000,00;Graduate Degree;Clerical;0
378;30000,00;Graduate Degree;Clerical;0
379;10000,00;High School;Manual;1
380;10000,00;High School;Manual;1
381;20000,00;Partial College;Manual;1
382;20000,00;Partial College;Manual;1
383;20000,00;Partial College;Manual;1
384;30000,00;Graduate Degree;Clerical;0
385;30000,00;Bachelors;Clerical;0
386;30000,00;Bachelors;Clerical;0
387;30000,00;Bachelors;Clerical;0
388;40000,00;Graduate Degree;Clerical;0
389;40000,00;Graduate Degree;Clerical;0
390;10000,00;High School;Manual;1
391;10000,00;High School;Manual;1
392;10000,00;High School;Manual;0
393;10000,00;High School;Manual;0
394;10000,00;High School;Manual;0
395;10000,00;High School;Manual;0
396;30000,00;Bachelors;Clerical;0
397;10000,00;High School;Manual;1
398;20000,00;Partial College;Manual;1
399;30000,00;Bachelors;Clerical;0
400;30000,00;Bachelors;Clerical;0
401;40000,00;Graduate Degree;Clerical;0
402;40000,00;Graduate Degree;Clerical;0
403;40000,00;Graduate Degree;Clerical;0
404;40000,00;Graduate Degree;Clerical;0
405;10000,00;Partial College;Manual;2
406;10000,00;Partial College;Manual;2
407;20000,00;Partial College;Manual;1
408;20000,00;Partial College;Manual;1
409;10000,00;High School;Manual;2
410;10000,00;High School;Manual;1
411;20000,00;Partial College;Manual;0
412;80000,00;Partial College;Professional;1
413;80000,00;Partial College;Professional;1
414;80000,00;Partial College;Professional;1
415;80000,00;Partial College;Professional;1
416;90000,00;Partial College;Professional;2
417;60000,00;Partial High School;Skilled Manual;4
418;70000,00;High School;Professional;2
419;90000,00;Partial College;Professional;2
420;150000,00;Graduate Degree;Management;4
421;100000,00;Bachelors;Management;4
422;110000,00;Bachelors;Management;4
423;170000,00;Bachelors;Management;3
424;80000,00;Partial College;Professional;1
425;80000,00;Partial College;Professional;2
426;90000,00;High School;Professional;2
427;110000,00;Bachelors;Management;4
428;110000,00;Partial College;Professional;2
429;120000,00;Bachelors;Management;2
430;80000,00;Partial College;Professional;2
431;90000,00;High School;Professional;2
432;110000,00;Partial College;Professional;2
433;80000,00;High School;Professional;2
434;80000,00;High School;Professional;2
435;170000,00;Partial College;Professional;4
436;100000,00;Partial College;Management;4
437;160000,00;Partial College;Management;4
438;90000,00;High School;Management;3
439;130000,00;High School;Management;4
440;90000,00;High School;Management;3
441;80000,00;Partial High School;Skilled Manual;2
442;90000,00;Partial High School;Skilled Manual;2
443;90000,00;Partial High School;Skilled Manual;2
444;60000,00;Bachelors;Professional;4
445;70000,00;Bachelors;Professional;3
446;70000,00;Bachelors;Professional;3
447;70000,00;Bachelors;Professional;3
448;70000,00;Bachelors;Professional;4
449;80000,00;Bachelors;Professional;3
450;80000,00;Bachelors;Professional;3
451;130000,00;High School;Management;4
452;70000,00;Bachelors;Professional;4
453;80000,00;Bachelors;Professional;3
454;80000,00;Bachelors;Professional;3
455;80000,00;Bachelors;Professional;3
456;100000,00;High School;Management;2
457;120000,00;Partial High School;Professional;4
458;90000,00;Bachelors;Professional;3
459;100000,00;High School;Management;2
460;80000,00;Bachelors;Professional;3
461;90000,00;Bachelors;Professional;3
462;90000,00;Bachelors;Professional;3
463;110000,00;High School;Management;4
464;110000,00;High School;Management;4
465;90000,00;Bachelors;Professional;4
466;90000,00;Bachelors;Professional;4
467;150000,00;Partial High School;Management;4
468;170000,00;Graduate Degree;Management;4
469;40000,00;Bachelors;Skilled Manual;0
470;10000,00;Partial High School;Manual;2
471;20000,00;Partial High School;Manual;2
472;30000,00;Partial College;Clerical;1
473;60000,00;Bachelors;Professional;2
474;20000,00;Partial High School;Manual;2
475;20000,00;Partial High School;Manual;2
476;30000,00;High School;Manual;1
477;40000,00;Bachelors;Skilled Manual;0
478;30000,00;High School;Manual;1
479;30000,00;High School;Manual;1
480;40000,00;Bachelors;Skilled Manual;0
481;40000,00;Bachelors;Skilled Manual;0
482;40000,00;Bachelors;Skilled Manual;0
483;30000,00;High School;Manual;1
484;40000,00;Bachelors;Skilled Manual;1
485;40000,00;Partial College;Clerical;0
486;40000,00;Partial College;Clerical;0
487;10000,00;Partial High School;Manual;2
488;10000,00;Partial High School;Manual;2
489;20000,00;Partial High School;Manual;2
490;20000,00;Partial High School;Manual;2
491;20000,00;Partial High School;Manual;2
492;20000,00;Partial High School;Manual;2
493;30000,00;High School;Manual;1
494;40000,00;Partial College;Clerical;0
495;40000,00;Partial College;Clerical;0
496;40000,00;Partial College;Clerical;1
497;40000,00;Partial College;Clerical;2
498;40000,00;Partial College;Clerical;2
499;40000,00;Partial College;Clerical;2
500;40000,00;Partial College;Clerical;2
501;40000,00;Graduate Degree;Skilled Manual;0
502;40000,00;Partial College;Clerical;2
503;40000,00;Partial College;Clerical;1
504;50000,00;Graduate Degree;Skilled Manual;0
505;40000,00;Bachelors;Skilled Manual;1
506;60000,00;Graduate Degree;Skilled Manual;0
507;60000,00;Graduate Degree;Skilled Manual;0
508;60000,00;Graduate Degree;Skilled Manual;0
509;60000,00;Graduate Degree;Skilled Manual;0
510;30000,00;Bachelors;Skilled Manual;1
511;30000,00;Bachelors;Skilled Manual;1
512;30000,00;Bachelors;Skilled Manual;1
513;20000,00;Partial High School;Manual;2
514;20000,00;Partial High School;Manual;2
515;30000,00;High School;Clerical;1
516;30000,00;High School;Clerical;1
517;30000,00;High School;Clerical;1
518;40000,00;Partial College;Clerical;1
519;40000,00;Partial College;Clerical;1
520;40000,00;Partial College;Clerical;1
521;40000,00;Partial College;Clerical;1
522;40000,00;Partial College;Clerical;1
523;80000,00;Graduate Degree;Skilled Manual;0
524;40000,00;Partial College;Clerical;1
525;40000,00;Partial College;Clerical;1
526;40000,00;Partial College;Clerical;1
527;40000,00;Partial College;Clerical;1
528;40000,00;Partial College;Clerical;1
529;40000,00;Partial College;Clerical;1
530;40000,00;Partial College;Clerical;1
531;40000,00;Partial College;Clerical;1
532;40000,00;Partial College;Clerical;1
533;40000,00;Partial College;Clerical;1
534;40000,00;Partial College;Clerical;1
535;60000,00;Graduate Degree;Skilled Manual;0
536;60000,00;Graduate Degree;Skilled Manual;0
537;60000,00;Graduate Degree;Skilled Manual;0
538;60000,00;Graduate Degree;Skilled Manual;0
539;60000,00;Graduate Degree;Skilled Manual;0
540;60000,00;Graduate Degree;Skilled Manual;0
541;60000,00;Graduate Degree;Skilled Manual;0
542;60000,00;Graduate Degree;Skilled Manual;0
543;20000,00;Partial College;Manual;0
544;20000,00;Partial College;Manual;1
545;30000,00;Bachelors;Clerical;0
546;30000,00;Bachelors;Clerical;0
547;30000,00;Bachelors;Clerical;0
548;40000,00;Graduate Degree;Clerical;0
549;40000,00;Graduate Degree;Clerical;0
550;40000,00;Bachelors;Clerical;0
551;40000,00;Bachelors;Clerical;0
552;10000,00;High School;Manual;1
553;20000,00;Partial College;Manual;1
554;20000,00;Partial College;Manual;1
555;10000,00;High School;Manual;2
556;40000,00;Bachelors;Clerical;0
557;20000,00;Partial College;Manual;1
558;30000,00;Bachelors;Clerical;0
559;30000,00;Bachelors;Clerical;0
560;30000,00;Bachelors;Clerical;1
561;30000,00;Bachelors;Clerical;1
562;10000,00;Partial High School;Manual;2
563;20000,00;High School;Manual;1
564;20000,00;High School;Manual;1
565;20000,00;High School;Manual;2
566;20000,00;High School;Manual;0
567;40000,00;Bachelors;Clerical;0
568;40000,00;Bachelors;Clerical;0
569;20000,00;High School;Manual;0
570;30000,00;Bachelors;Clerical;1
571;30000,00;Bachelors;Skilled Manual;2
572;30000,00;Bachelors;Skilled Manual;2
573;30000,00;Bachelors;Skilled Manual;2
574;20000,00;High School;Manual;1
575;20000,00;High School;Manual;1
576;20000,00;High School;Manual;2
577;30000,00;Bachelors;Skilled Manual;2
578;30000,00;Bachelors;Skilled Manual;2
579;10000,00;Partial High School;Manual;2
580;20000,00;High School;Manual;1
581;30000,00;Bachelors;Skilled Manual;1
582;40000,00;Bachelors;Professional;0
583;30000,00;Partial College;Clerical;0
584;30000,00;Partial College;Clerical;0
585;40000,00;Bachelors;Skilled Manual;0
586;40000,00;Bachelors;Skilled Manual;0
587;40000,00;Bachelors;Skilled Manual;0
588;30000,00;Partial College;Clerical;2
589;30000,00;Partial College;Clerical;2
590;40000,00;Bachelors;Skilled Manual;0
591;30000,00;Partial College;Clerical;2
592;30000,00;Partial College;Clerical;0
593;20000,00;High School;Manual;1
594;20000,00;High School;Manual;1
595;20000,00;High School;Manual;2
596;20000,00;High School;Manual;3
597;40000,00;Bachelors;Skilled Manual;0
598;30000,00;Partial College;Clerical;2
599;30000,00;Partial College;Clerical;3
600;20000,00;High School;Manual;1
601;30000,00;Partial College;Clerical;1
602;30000,00;Partial College;Clerical;1
603;30000,00;Partial College;Clerical;1
604;30000,00;Partial College;Clerical;1
605;30000,00;Partial College;Clerical;1
606;20000,00;High School;Manual;1
607;10000,00;Partial High School;Manual;2
608;20000,00;High School;Manual;1
609;20000,00;High School;Manual;1
610;30000,00;Partial College;Clerical;1
611;30000,00;Partial College;Clerical;1
612;20000,00;Partial High School;Manual;1
613;20000,00;Partial High School;Manual;2
614;30000,00;Partial College;Clerical;1
615;30000,00;Partial College;Clerical;1
616;40000,00;Bachelors;Skilled Manual;0
617;40000,00;Bachelors;Skilled Manual;0
618;60000,00;Graduate Degree;Skilled Manual;0
619;60000,00;Graduate Degree;Skilled Manual;0
620;50000,00;Graduate Degree;Skilled Manual;0
621;50000,00;Graduate Degree;Skilled Manual;0
622;50000,00;Graduate Degree;Skilled Manual;0
623;50000,00;Graduate Degree;Skilled Manual;0
624;50000,00;Graduate Degree;Skilled Manual;0
625;50000,00;Graduate Degree;Skilled Manual;0
626;50000,00;Graduate Degree;Skilled Manual;0
627;50000,00;Graduate Degree;Skilled Manual;0
628;60000,00;Graduate Degree;Skilled Manual;0
629;40000,00;Graduate Degree;Skilled Manual;0
630;40000,00;High School;Skilled Manual;3
631;60000,00;Graduate Degree;Skilled Manual;0
632;60000,00;Graduate Degree;Skilled Manual;0
633;60000,00;Graduate Degree;Skilled Manual;0
634;40000,00;Bachelors;Skilled Manual;0
635;60000,00;Graduate Degree;Skilled Manual;0
636;60000,00;Graduate Degree;Skilled Manual;0
637;60000,00;Graduate Degree;Professional;0
638;70000,00;Graduate Degree;Professional;0
639;70000,00;Graduate Degree;Professional;0
640;70000,00;Graduate Degree;Professional;0
641;50000,00;Bachelors;Skilled Manual;0
642;50000,00;Bachelors;Skilled Manual;0
643;50000,00;Bachelors;Skilled Manual;1
644;50000,00;Bachelors;Skilled Manual;1
645;40000,00;Bachelors;Skilled Manual;0
646;40000,00;Bachelors;Skilled Manual;0
647;40000,00;Bachelors;Skilled Manual;0
648;40000,00;Bachelors;Skilled Manual;0
649;60000,00;Graduate Degree;Professional;0
650;60000,00;Graduate Degree;Professional;0
651;60000,00;Graduate Degree;Professional;0
652;60000,00;Graduate Degree;Professional;0
653;60000,00;Graduate Degree;Professional;0
654;60000,00;Graduate Degree;Professional;0
655;60000,00;Graduate Degree;Professional;0
656;70000,00;Graduate Degree;Professional;0
657;70000,00;Graduate Degree;Professional;0
658;70000,00;Graduate Degree;Professional;0
659;60000,00;Graduate Degree;Professional;0
660;60000,00;Graduate Degree;Professional;0
661;60000,00;Graduate Degree;Professional;0
662;60000,00;Graduate Degree;Professional;0
663;60000,00;Graduate Degree;Professional;0
664;70000,00;Graduate Degree;Professional;0
665;70000,00;Graduate Degree;Professional;0
666;70000,00;Graduate Degree;Professional;0
667;80000,00;Graduate Degree;Professional;0
668;70000,00;Bachelors;Skilled Manual;1
669;70000,00;Bachelors;Skilled Manual;1
670;70000,00;Bachelors;Skilled Manual;1
671;70000,00;Bachelors;Skilled Manual;1
672;60000,00;Bachelors;Skilled Manual;0
673;60000,00;Bachelors;Skilled Manual;1
674;60000,00;Bachelors;Skilled Manual;1
675;60000,00;Graduate Degree;Professional;0
676;70000,00;Graduate Degree;Professional;0
677;80000,00;Graduate Degree;Professional;0
678;60000,00;Graduate Degree;Professional;0
679;70000,00;Graduate Degree;Professional;0
680;70000,00;Graduate Degree;Professional;2
681;70000,00;Graduate Degree;Professional;2
682;70000,00;Graduate Degree;Professional;2
683;70000,00;Graduate Degree;Professional;2
684;80000,00;Graduate Degree;Professional;0
685;40000,00;Bachelors;Professional;1
686;40000,00;Bachelors;Professional;1
687;40000,00;Bachelors;Professional;1
688;40000,00;Bachelors;Professional;1
689;80000,00;Bachelors;Skilled Manual;2
690;80000,00;Bachelors;Skilled Manual;2
691;60000,00;Graduate Degree;Professional;0
692;40000,00;Bachelors;Professional;1
693;40000,00;Bachelors;Professional;1
694;50000,00;Bachelors;Skilled Manual;2
695;50000,00;Bachelors;Skilled Manual;4
696;50000,00;Bachelors;Skilled Manual;3
697;50000,00;Bachelors;Skilled Manual;3
698;50000,00;Bachelors;Skilled Manual;2
699;50000,00;Bachelors;Skilled Manual;2
700;60000,00;Bachelors;Skilled Manual;2
701;60000,00;Bachelors;Professional;2
702;60000,00;Bachelors;Professional;2
703;60000,00;Bachelors;Professional;2
704;60000,00;Bachelors;Professional;1
705;60000,00;Bachelors;Professional;1
706;60000,00;Graduate Degree;Professional;0
707;60000,00;Bachelors;Professional;2
708;60000,00;Bachelors;Professional;3
709;60000,00;Bachelors;Professional;3
710;60000,00;Graduate Degree;Professional;0
711;40000,00;High School;Skilled Manual;2
712;70000,00;Bachelors;Professional;1
713;70000,00;Partial College;Skilled Manual;1
714;70000,00;Partial College;Skilled Manual;1
